7069896it [05:12, 22650.58it/s]
2769 1000015740 245
2770 1000014493 245
2771 1000014820 245
2772 1000011690 244
2773 1000017693 244
2774 1000015087 244
2775 1000019760 243
2776 1000000383 243
2777 1000012304 243
2778 1000019090 243
2779 1000000887 243
2780 1000016625 243
2781 1000016282 243
2782 1000020829 243
2783 1000004415 242
2784 1000012673 242
2785 1000016182 242
2786 1000003409 242
2787 1000003627 242
2788 1000013856 242
2789 1000002166 241
2790 1000004343 241
2791 1000005471 240
2792 1000000237 240
2793 1000019051 240
2794 1000015668 240
2795 1000015942 240
2796 1000010412 240
2797 1000002423 239
2798 1000016724 239
2799 1000008874 239
2800 1000015250 239
2801 1000004356 239
2802 1000016678 238
2803 1000007069 237
2804 1000003751 237
2805 1000015012 237
2806 1000017203 237
2807 1000012395 237
2808 1000007906 237
2809 1000010042 237
2810 1000006462 236
2811 1000007385 235
2812 1000002522 235
2813 1000016750 235
2814 1000018101 235
2815 1000009934 235
2816 1000013063 234
2817 1000012105 234
2818 1000000605 234
2819 1000019212 234
2820 1000019726 234
2821 1000022467 233
2822 1000002991 233
2823 1000006710 233
2824 1000002354 233
2825 1000015200 233
2826 1000022319 232
2827 1000000739 232
2828 1000006006 232
2829 1000019425 232
2830 1000000582 231
2831 1000013884 231
2832 1000018977 231
2833 1000011012 231
2834 1000000704 231
2835 1000001277 231
2836 1000000512 231
2837 1000011748 231
2838 1000010983 231
2839 1000004052 230
2840 1000001998 230
2841 1000006196 230
2842 1000011769 230
2843 1000020403 230
2844 1000012332 229
2845 1000016587 229
2846 1000016976 229
2847 1000006374 229
2848 1000007758 229
2849 1000015062 229
2850 1000009001 229
2851 1000006849 229
2852 1000013750 228
2853 1000013234 228
2854 1000000418 228
2855 1000007318 228
2856 1000017364 228
2857 1000000487 228
2858 1000009968 228
2859 1000016951 228
2860 1000008680 228
2861 1000000349 228
2862 1000003610 227
2863 1000015070 227
2864 1000008431 227
2865 1000002814 227
2866 1000013222 226
2867 1000019550 226
2868 1000018638 226
2869 1000008747 226
2870 1000013510 226
2871 1000005890 225
2872 1000018875 225
2873 1000009049 225
2874 1000014994 225
2875 1000006559 224
2876 1000006831 224
2877 1000019861 224
2878 1000010696 224
2879 1000006356 224
2880 1000015761 224
2881 1000006825 224
2882 1000005450 223
2883 1000015105 223
2884 1000018583 223
2885 1000014639 223
2886 1000016722 223
2887 1000020675 223
2888 1000012505 223
2889 1000000504 222
2890 1000006495 222
2891 1000019863 222
2892 1000005552 222
2893 1000000357 222
2894 1000014486 222
2895 1000007176 222
2896 1000006582 222
2897 1000021528 222
2898 1000004268 221
2899 1000002640 221
2900 1000017014 221
2901 1000005738 221
2902 1000017965 221
2903 1000009948 221
2904 1000011386 221
2905 1000016607 220
2906 1000013295 220
2907 1000022399 220
2908 1000018437 220
2909 1000018336 220
2910 1000012111 220
2911 1000005625 220
2912 1000004379 220
2913 1000018718 220
2914 1000013291 220
2915 1000007112 220
2916 1000014877 220
2917 1000010463 219
2918 1000006050 219
2919 1000003602 219
2920 1000009561 219
2921 1000005407 219
2922 1000003973 219
2923 1000007429 219
2924 1000015786 219
2925 1000014742 218
2926 1000001141 218
2927 1000014914 218
2928 1000010882 218
2929 1000000491 218
2930 1000013451 218
2931 1000016488 218
2932 1000003827 218
2933 1000008929 217
2934 1000001436 217
2935 1000005868 217
2936 1000016430 217
2937 1000014780 217
2938 1000000687 216
2939 1000012843 216
2940 1000018608 216
2941 1000013003 216
2942 1000016732 216
2943 1000013140 216
2944 1000014530 216
2945 1000001949 215
2946 1000016366 215
2947 1000008755 215
2948 1000003899 214
2949 1000002043 214
2950 1000015686 214
2951 1000014889 214
2952 1000006410 214
2953 1000000584 213
2954 1000006416 213
2955 1000003416 213
2956 1000006534 213
2957 1000015383 213
2958 1000016314 213
2959 1000018413 213
2960 1000020796 213
2961 1000007120 213
2962 1000005370 212
2963 1000000643 212
2964 1000003815 212
2965 1000013258 212
2966 1000008969 212
2967 1000004230 211
2968 1000017581 211
2969 1000002285 211
2970 1000000300 211
2971 1000004177 211
2972 1000019058 211
2973 1000020409 211
2974 1000003596 210
2975 1000018045 210
2976 1000014683 210
2977 1000016268 209
2978 1000013842 209
2979 1000000426 209
2980 1000010076 209
2981 1000018870 208
2982 1000003530 208
2983 1000020747 208
2984 1000015531 208
2985 1000017834 208
2986 1000002243 208
2987 1000018011 207
2988 1000000485 207
2989 1000012951 207
2990 1000017201 207
2991 1000012328 207
2992 1000011409 207
2993 1000015066 206
2994 1000004363 206
2995 1000017814 206
2996 1000010031 206
2997 1000008862 206
2998 1000003001 206
2999 1000017763 206
3000 1000012643 206
3001 1000006988 205
3002 1000006685 205
3003 1000011900 205
3004 1000018313 205
3005 1000017358 205
3006 1000019110 205
3007 1000019098 205
3008 1000002202 204
3009 1000010385 204
3010 1000013099 204
3011 1000015674 204
3012 1000014710 204
3013 1000017699 204
3014 1000003618 204
3015 1000018842 204
3016 1000002041 204
3017 1000008537 204
3018 1000012542 203
3019 1000007586 203
3020 1000005499 203
3021 1000013324 203
3022 1000004277 203
3023 1000008387 203
3024 1000014786 203
3025 1000019574 203
3026 1000008896 203
3027 1000005908 202
3028 1000015268 202
3029 1000017857 202
3030 1000019456 202
3031 1000002574 202
3032 1000003007 202
3033 1000020652 202
3034 1000007700 201
3035 1000013341 201
3036 1000007282 201
3037 1000020309 201
3038 1000012497 201
3039 1000013385 201
3040 1000009956 201
3041 1000012499 200
3042 1000012847 200
3043 1000005324 200
3044 1000001395 200
3045 1000012567 200
3046 1000004648 200
3047 1000018701 200
3048 1000012336 199
3049 1000003606 199
3050 1000007148 199
3051 1000000461 199
3052 1000018659 199
3053 1000002047 199
3054 1000016940 199
3055 1000015198 199
3056 1000019160 199
3057 1000013230 198
3058 1000002447 198
3059 1000016081 198
3060 1000015044 198
3061 1000012151 198
3062 1000004402 197
3063 1000014387 197
3064 1000014942 197
3065 1000019198 197
3066 1000013400 197
3067 1000006346 197
3068 1000012587 197
3069 1000016986 197
3070 1000010465 196
3071 1000015561 196
3072 1000008070 196
3073 1000003452 196
3074 1000016462 196
3075 1000015381 196
3076 1000000277 196
3077 1000017983 196
3078 1000005292 196
3079 1000018031 196
3080 1000010418 196
3081 1000008979 195
3082 1000007306 195
3083 1000019359 195
3084 1000009964 195
3085 1000019016 195
3086 1000008838 195
3087 1000018663 195
3088 1000016330 195
3089 1000003170 195
3090 1000003633 195
3091 1000016266 194
3092 1000000489 194
3093 1000014594 194
3094 1000000673 193
3095 1000007600 193
3096 1000000561 193
3097 1000003635 193
3098 1000018985 193
3099 1000014056 193
3100 1000002049 193
3101 1000005752 193
3102 1000015303 193
3103 1000017907 192
3104 1000016947 192
3105 1000017362 192
3106 1000003293 192
3107 1000018235 191
3108 1000018657 191
3109 1000006738 191
3110 1000012226 191
3111 1000018729 191
3112 1000018398 191
3113 1000007359 190
3114 1000012262 190
3115 1000003332 190
3116 1000017432 190
3117 1000018960 190
3118 1000012833 190
3119 1000006629 190
3120 1000015726 189
3121 1000017452 189
3122 1000010844 189
3123 1000010459 189
3124 1000018227 189
3125 1000006593 189
3126 1000004092 189
3127 1000003921 188
3128 1000002749 188
3129 1000017719 188
3130 1000012350 188
3131 1000012346 188
3132 1000016910 188
3133 1000005537 187
3134 1000008848 187
3135 1000009056 187
3136 1000017424 186
3137 1000002356 186
3138 1000016278 186
3139 1000018211 186
3140 1000019637 186
3141 1000000624 186
3142 1000010102 186
3143 1000011466 186
3144 1000013232 185
3145 1000001535 185
3146 1000008887 185
3147 1000016468 184
3148 1000010597 184
3149 1000017065 184
3150 1000013279 184
3151 1000015030 184
3152 1000005654 183
3153 1000017059 183
3154 1000005768 183
3155 1000015220 183
3156 1000014706 183
3157 1000013404 183
3158 1000019032 183
3159 1000005300 183
3160 1000003843 183
3161 1000015101 183
3162 1000012829 182
3163 1000002014 182
3164 1000016018 182
3165 1000016168 182
3166 1000006549 182
3167 1000014177 182
3168 1000010059 182
3169 1000016637 182
3170 1000018146 182
3171 1000019768 182
3172 1000004456 182
3173 1000010737 182
3174 1000015336 181
3175 1000012285 181
3176 1000020853 181
3177 1000015228 181
3178 1000016416 181
3179 1000003491 181
3180 1000000370 180
3181 1000017933 180
3182 1000009987 180
3183 1000017336 180
3184 1000010939 180
3185 1000017947 180
3186 1000016761 179
3187 1000014341 179
3188 1000004424 179
3189 1000015678 179
3190 1000003682 179
3191 1000003023 179
3192 1000015369 179
3193 1000013347 179
3194 1000019433 179
3195 1000019156 179
3196 1000005278 178
3197 1000007251 178
3198 1000012058 178
3199 1000012251 178
3200 1000022203 178
3201 1000006947 178
3202 1000014416 177
3203 1000010720 177
3204 1000014621 177
3205 1000018867 177
3206 1000012203 177
3207 1000002107 177
3208 1000018429 176
3209 1000018107 176
3210 1000003550 176
3211 1000002864 176
3212 1000016288 176
3213 1000010649 176
3214 1000007590 175
3215 1000017418 175
3216 1000007259 175
3217 1000015064 175
3218 1000002144 175
3219 1000006020 175
3220 1000012066 175
3221 1000017929 175
3222 1000006028 175
3223 1000000409 175
3224 1000015091 174
3225 1000008595 174
3226 1000003851 174
3227 1000001741 174
3228 1000011035 174
3229 1000016996 174
3230 1000020867 174
3231 1000006714 174
3232 1000008672 174
3233 1000014679 174
3234 1000016926 174
3235 1000015756 174
3236 1000016228 173
3237 1000013308 173
3238 1000012195 173
3239 1000006518 173
3240 1000004006 173
3241 1000019182 173
3242 1000014722 173
3243 1000004646 172
3244 1000009583 172
3245 1000012616 172
3246 1000010404 172
3247 1000012405 172
3248 1000016522 172
3249 1000014635 172
3250 1000005629 171
3251 1000019556 171
3252 1000016506 171
3253 1000018015 171
3254 1000016730 171
3255 1000016442 171
3256 1000012115 171
3257 1000013577 171
3258 1000004434 170
3259 1000004327 170
3260 1000003285 170
3261 1000003580 170
3262 1000017177 170
3263 1000003498 170
3264 1000018910 170
3265 1000004192 170
3266 1000000377 170
3267 1000019764 170
3268 1000015331 170
3269 1000016085 170
3270 1000000528 170
3271 1000016308 169
3272 1000015844 168
3273 1000004228 168
3274 1000004417 168
3275 1000012869 168
3276 1000021537 168
3277 1000012801 168
3278 1000019997 167
3279 1000015776 167
3280 1000009585 167
3281 1000014972 167
3282 1000001958 167
3283 1000018035 167
3284 1000000359 167
3285 1000018362 166
3286 1000017472 166
3287 1000018388 166
3288 1000016938 166
3289 1000002281 166
3290 1000008985 166
3291 1000011600 166
3292 1000005330 165
3293 1000005976 165
3294 1000021522 165
3295 1000006939 165
3296 1000016381 165
3297 1000019152 165
3298 1000015660 165
3299 1000009577 165
3300 1000015085 165
3301 1000017549 165
3302 1000022225 165
3303 1000004682 165
3304 1000004382 165
3305 1000003857 165
3306 1000016375 164
3307 1000016623 164
3308 1000000510 164
3309 1000000587 164
3310 1000013402 164
3311 1000005535 164
3312 1000018618 163
3313 1000017101 163
3314 1000002405 163
3315 1000007441 163
3316 1000005366 163
3317 1000005617 163
3318 1000010761 163
3319 1000015872 163
3320 1000013717 163
3321 1000000737 162
3322 1000017832 162
3323 1000002627 162
3324 1000017332 161
3325 1000000295 161
3326 1000002492 161
3327 1000006183 161
3328 1000022411 161
3329 1000012865 161
3330 1000005440 161
3331 1000004221 161
3332 1000010573 160
3333 1000010763 160
3334 1000018885 160
3335 1000004442 160
3336 1000006941 160
3337 1000015266 160
3338 1000002340 160
3339 1000017703 160
3340 1000015525 159
3341 1000000616 159
3342 1000014641 159
3343 1000017949 159
3344 1000014254 159
3345 1000013406 159
3346 1000008062 159
3347 1000018861 159
3348 1000016651 159
3349 1000017765 159
3350 1000006194 159
3351 1000012043 158
3352 1000018792 158
3353 1000018195 158
3354 1000019567 158
3355 1000009287 158
3356 1000009314 158
3357 1000000495 158
3358 1000016900 158
3359 1000018346 158
3360 1000017951 158
3361 1000007180 158
3362 1000015728 158
3363 1000002217 157
3364 1000016688 157
3365 1000012612 157
3366 1000010812 157
3367 1000019184 157
3368 1000012520 157
3369 1000004223 157
3370 1000002983 157
3371 1000002615 156
3372 1000007223 156
3373 1000011829 156
3374 1000012403 156
3375 1000005962 156
3376 1000013447 156
3377 1000005635 156
3378 1000007574 155
3379 1000013277 155
3380 1000005678 155
3381 1000011450 155
3382 1000006503 155
3383 1000007146 155
3384 1000013725 155
3385 1000012459 155
3386 1000012155 155
3387 1000005774 154
3388 1000012340 154
3389 1000002896 154
3390 1000019508 154
3391 1000019235 153
3392 1000007748 153
3393 1000014712 153
3394 1000003334 153
3395 1000018449 153
3396 1000001167 153
3397 1000004171 152
3398 1000017577 152
3399 1000011734 152
3400 1000002287 152
3401 1000018433 152
3402 1000012344 152
3403 1000013375 152
3404 1000006044 152
3405 1000020285 152
3406 1000007351 151
3407 1000019518 151
3408 1000018934 151
3409 1000018409 151
3410 1000020691 151
3411 1000013196 150
3412 1000005758 150
3413 1000012925 150
3414 1000020425 150
3415 1000004337 150
3416 1000019576 150
3417 1000017943 150
3418 1000007162 150
3419 1000003011 150
3420 1000005788 150
3421 1000015060 149
3422 1000016666 149
3423 1000013312 149
3424 1000017093 149
3425 1000018099 149
3426 1000012712 149
3427 1000007170 149
3428 1000000761 149
3429 1000002029 149
3430 1000019633 148
3431 1000016395 148
3432 1000007720 148
3433 1000018879 148
3434 1000020808 148
3435 1000003765 148
3436 1000003604 148
3437 1000014794 148
3438 1000013770 148
3439 1000012312 148
3440 1000005580 148
3441 1000016222 148
3442 1000016204 148
3443 1000015712 148
3444 1000009283 148
3445 1000013389 148
3446 1000007730 147
3447 1000015631 147
3448 1000002045 147
3449 1000007764 147
3450 1000016448 147
3451 1000015527 147
3452 1000014718 147
3453 1000011975 147
3454 1000008476 146
3455 1000015232 146
3456 1000016482 146
3457 1000008539 146
3458 1000000544 146
3459 1000016220 146
3460 1000018023 146
3461 1000006811 146
3462 1000017876 146
3463 1000007592 145
3464 1000011000 145
3465 1000016850 145
3466 1000002318 145
3467 1000003299 145
3468 1000016639 145
3469 1000013027 145
3470 1000006917 144
3471 1000019024 144
3472 1000017557 144
3473 1000012653 144
3474 1000006511 144
3475 1000002121 144
3476 1000019373 144
3477 1000005846 143
3478 1000002344 143
3479 1000012884 143
3480 1000014577 143
3481 1000003283 143
3482 1000017891 143
3483 1000011732 142
3484 1000004478 142
3485 1000013480 142
3486 1000002299 142
3487 1000004097 142
3488 1000009589 142
3489 1000012439 142
3490 1000007152 142
3491 1000006804 142
3492 1000003639 142
3493 1000010920 142
3494 1000016144 141
3495 1000016107 141
3496 1000017731 141
3497 1000016079 141
3498 1000016113 141
3499 1000020427 141
3500 1000016414 140
3501 1000003429 140
3502 1000015264 140
3503 1000018945 140
3504 1000010643 140
3505 1000011590 140
3506 1000016767 140
3507 1000011395 140
3508 1000016579 140
3509 1000017977 140
3510 1000005946 139
3511 1000002437 139
3512 1000015119 139
3513 1000014788 139
3514 1000016502 139
3515 1000015148 139
3516 1000018774 138
3517 1000020849 138
3518 1000010015 138
3519 1000019552 138
3520 1000011893 138
3521 1000017783 138
3522 1000000743 138
3523 1000015362 138
3524 1000003861 138
3525 1000019985 137
3526 1000006613 137
3527 1000016945 137
3528 1000019635 137
3529 1000005523 137
3530 1000016494 137
3531 1000012522 137
3532 1000002109 137
3533 1000004240 137
3534 1000005280 137
3535 1000001878 137
3536 1000019243 136
3537 1000017583 136
3538 1000018644 136
3539 1000013285 136
3540 1000015623 136
3541 1000004676 136
3542 1000016928 136
3543 1000006945 135
3544 1000015211 135
3545 1000014141 135
3546 1000006255 135
3547 1000012565 135
3548 1000017627 135
3549 1000005914 135
3550 1000013922 134
3551 1000006904 134
3552 1000015797 134
3553 1000013408 134
3554 1000012314 134
3555 1000015325 134
3556 1000007768 134
3557 1000002997 134
3558 1000015138 134
3559 1000012164 134
3560 1000003791 134
3561 1000015570 134
3562 1000012412 134
3563 1000005558 134
3564 1000017683 134
3565 1000007967 134
3566 1000020315 133
3567 1000000876 133
3568 1000007560 133
3569 1000013216 133
3570 1000019758 133
3571 1000009116 133
3572 1000022323 133
3573 1000020793 133
3574 1000003743 133
3575 1000018005 133
3576 1000005609 132
3577 1000002808 132
3578 1000018972 132
3579 1000000710 132
3580 1000014510 132
3581 1000007178 132
3582 1000019140 132
3583 1000017480 132
3584 1000018041 132
3585 1000016706 132
3586 1000012803 132
3587 1000008623 132
3588 1000012544 132
3589 1000010595 132
3590 1000000878 131
3591 1000012269 131
3592 1000007431 131
3593 1000010473 131
3594 1000013267 131
3595 1000000518 131
3596 1000012805 131
3597 1000011353 131
3598 1000018314 131
3599 1000012813 131
3600 1000006870 131
3601 1000002666 131
3602 1000018881 131
3603 1000013318 130
3604 1000017836 130
3605 1000008883 130
3606 1000013882 130
3607 1000013327 130
3608 1000009132 130
3609 1000015213 130
3610 1000015290 130
3611 1000017081 130
3612 1000021442 130
3613 1000014145 130
3614 1000012397 129
3615 1000001381 129
3616 1000000273 129
3617 1000004353 129
3618 1000013383 129
3619 1000019063 129
3620 1000014792 129
3621 1000006900 129
3622 1000013329 128
3623 1000019146 128
3624 1000016226 128
3625 1000011804 128
3626 1000019488 128
3627 1000005680 128
3628 1000014532 128
3629 1000018636 128
3630 1000017448 128
3631 1000014990 128
3632 1000010007 128
3633 1000003443 127
3634 1000002055 127
3635 1000013310 127
3636 1000019973 127
3637 1000013645 127
3638 1000017899 126
3639 1000016391 126
3640 1000018158 126
3641 1000006526 126
3642 1000018477 126
3643 1000009102 126
3644 1000015389 126
3645 1000007811 126
3646 1000016934 126
3647 1000010035 126
3648 1000019394 126
3649 1000004450 125
3650 1000007902 125
3651 1000022385 125
3652 1000006770 125
3653 1000012503 125
3654 1000017551 125
3655 1000018893 125
3656 1000015144 125
3657 1000003612 125
3658 1000020729 125
3659 1000016322 125
3660 1000004135 125
3661 1000012334 124
3662 1000019448 124
3663 1000018859 124
3664 1000012919 124
3665 1000009120 124
3666 1000003757 124
3667 1000019369 123
3668 1000012867 123
3669 1000005631 123
3670 1000018118 123
3671 1000013066 123
3672 1000020737 123
3673 1000007820 123
3674 1000000407 123
3675 1000019203 123
3676 1000000695 123
3677 1000002316 123
3678 1000002241 123
3679 1000010457 123
3680 1000014627 123
3681 1000017611 122
3682 1000012129 122
3683 1000015714 122
3684 1000014425 122
3685 1000002369 122
3686 1000018981 122
3687 1000005694 122
3688 1000014704 122
3689 1000004359 122
3690 1000012825 122
3691 1000000793 122
3692 1000010155 121
3693 1000019218 121
3694 1000020411 121
3695 1000004530 121
3696 1000006591 121
3697 1000014579 121
3698 1000016653 121
3699 1000016963 121
3700 1000003544 121
3701 1000005670 121
3702 1000019280 121
3703 1000013293 121
3704 1000000304 121
3705 1000015492 120
3706 1000005562 120
3707 1000015523 120
3708 1000011379 120
3709 1000016524 120
3710 1000004335 120
3711 1000016961 120
3712 1000008531 120
3713 1000019148 119
3714 1000003881 119
3715 1000019486 119
3716 1000015157 119
3717 1000018467 119
3718 1000017735 119
3719 1000013144 119
3720 1000009407 119
3721 1000015828 119
3722 1000000280 119
3723 1000014968 118
3724 1000013902 118
3725 1000012293 118
3726 1000000717 118
3727 1000013093 118
3728 1000000595 118
3729 1000013701 118
3730 1000018181 118
3731 1000020474 118
3732 1000018122 118
3733 1000008824 118
3734 1000007276 117
3735 1000013190 117
3736 1000000654 117
3737 1000020695 117
3738 1000013046 117
3739 1000013974 117
3740 1000007055 117
3741 1000007447 117
3742 1000019498 117
3743 1000007888 116
3744 1000019138 116
3745 1000003297 116
3746 1000002039 116
3747 1000000679 116
3748 1000017981 116
3749 1000018060 116
3750 1000018207 116
3751 1000006538 116
3752 1000018592 115
3753 1000015535 115
3754 1000014694 115
3755 1000012275 115
3756 1000018804 115
3757 1000012624 115
3758 1000013241 115
3759 1000002342 115
3760 1000005637 115
3761 1000012197 115
3762 1000002200 114
3763 1000019901 114
3764 1000016629 114
3765 1000018082 114
3766 1000019411 114
3767 1000018019 114
3768 1000002892 113
3769 1000013239 113
3770 1000011646 113
3771 1000013850 113
3772 1000011522 113
3773 1000015574 113
3774 1000006827 113
3775 1000016166 112
3776 1000012326 112
3777 1000007418 112
3778 1000017444 112
3779 1000004259 112
3780 1000007580 112
3781 1000008808 112
3782 1000018497 112
3783 1000020835 112
3784 1000006809 112
3785 1000012348 112
3786 1000004361 112
3787 1000015944 111
3788 1000012979 111
3789 1000021806 111
3790 1000012153 111
3791 1000001182 111
3792 1000011357 111
3793 1000015840 111
3794 1000017396 111
3795 1000016458 111
3796 1000006443 111
3797 1000004255 111
3798 1000012789 111
3799 1000018043 111
3800 1000017971 110
3801 1000019995 110
3802 1000000414 110
3803 1000006202 110
3804 1000013194 110
3805 1000018445 110
3806 1000015426 110
3807 1000020031 110
3808 1000011609 110
3809 1000018168 110
3810 1000016163 110
3811 1000001233 109
3812 1000002115 109
3813 1000009372 109
3814 1000013187 109
3815 1000006763 109
3816 1000015888 109
3817 1000013281 109
3818 1000013603 109
3819 1000012898 109
3820 1000002776 108
3821 1000018187 108
3822 1000010876 108
3823 1000006198 108
3824 1000015784 108
3825 1000003859 108
3826 1000017016 108
3827 1000007326 108
3828 1000005511 108
3829 1000018263 108
3830 1000010621 108
3831 1000004486 107
3832 1000005836 107
3833 1000005477 107
3834 1000017769 107
3835 1000017420 107
3836 1000017775 107
3837 1000019629 107
3838 1000012373 107
3839 1000014343 107
3840 1000012938 107
3841 1000021539 107
3842 1000005346 107
3843 1000019375 107
3844 1000018744 107
3845 1000015684 107
3846 1000005816 107
3847 1000013373 107
3848 1000015946 106
3849 1000013273 106
3850 1000022510 106
3851 1000013224 106
3852 1000022252 106
3853 1000006698 106
3854 1000010218 106
3855 1000010700 106
3856 1000005568 106
3857 1000003414 106
3858 1000010914 106
3859 1000009587 105
3860 1000022457 105
3861 1000012039 105
3862 1000018431 105
3863 1000009659 105
3864 1000020741 105
3865 1000007211 105
3866 1000003693 105
3867 1000000431 104
3868 1000011433 104
3869 1000018732 104
3870 1000017828 104
3871 1000000405 104
3872 1000018199 104
3873 1000016714 104
3874 1000008619 104
3875 1000020413 104
3876 1000013617 104
3877 1000001886 104
3878 1000018087 104
3879 1000006245 104
3880 1000019885 104
3881 1000018677 104
3882 1000020419 104
3883 1000000741 103
3884 1000015161 103
3885 1000015244 103
3886 1000002462 103
3887 1000019413 103
3888 1000018883 103
3889 1000000466 103
3890 1000000869 103
3891 1000002233 103
3892 1000008423 103
3893 1000013567 103
3894 1000004238 102
3895 1000017486 102
3896 1000013417 102
3897 1000001993 102
3898 1000022393 102
3899 1000002451 102
3900 1000006753 102
3901 1000017024 102
3902 1000001575 102
3903 1000007922 102
3904 1000014469 102
3905 1000013736 102
3906 1000000614 102
3907 1000012675 102
3908 1000020843 102
3909 1000010834 102
3910 1000017637 101
3911 1000000282 101
3912 1000015436 101
3913 1000005688 101
3914 1000016712 101
3915 1000011883 101
3916 1000008881 101
3917 1000018142 101
3918 1000014617 101
3919 1000000856 101
3920 1000017012 101
3921 1000010756 101
3922 1000008045 101
3923 1000019572 100
3924 1000013425 100
3925 1000017595 100
3926 1000009644 100
3927 1000019584 100
3928 1000015165 100
3929 1000006633 100
3930 1000011765 100
3931 1000017864 99
3932 1000006990 99
3933 1000000607 99
3934 1000020297 99
3935 1000016514 99
3936 1000016984 99
3937 1000016974 99
3938 1000018857 99
3939 1000020723 99
3940 1000015230 99
3941 1000019522 99
3942 1000020661 99
3943 1000018334 98
3944 1000017816 98
3945 1000016286 98
3946 1000018126 98
3947 1000006429 98
3948 1000012819 98
3949 1000007882 98
3950 1000007900 98
3951 1000012354 98
3952 1000001143 98
3953 1000019295 98
3954 1000002584 97
3955 1000014690 97
3956 1000014501 97
3957 1000007898 97
3958 1000003855 97
3959 1000016520 97
3960 1000013772 97
3961 1000003695 97
3962 1000000542 97
3963 1000017191 97
3964 1000002840 97
3965 1000010994 97
3966 1000015718 96
3967 1000002266 96
3968 1000016383 96
3969 1000006921 96
3970 1000017187 96
3971 1000015180 96
3972 1000001163 96
3973 1000001890 96
3974 1000018682 96
3975 1000019035 96
3976 1000016270 96
3977 1000003391 96
3978 1000019858 96
3979 1000017643 96
3980 1000013946 95
3981 1000020733 95
3982 1000019008 95
3983 1000011684 95
3984 1000019136 95
3985 1000017589 95
3986 1000017870 95
3987 1000019728 95
3988 1000003625 95
3989 1000011902 95
3990 1000013668 94
3991 1000017711 94
3992 1000006744 94
3993 1000006042 94
3994 1000004159 94
3995 1000019142 94
3996 1000015603 94
3997 1000010414 94
3998 1000012595 94
3999 1000012410 93
4000 1000018552 93
4001 1000006479 93
4002 1000009912 93
4003 1000017308 93
4004 1000018124 93
4005 1000001409 92
4006 1000015313 92
4007 1000008662 92
4008 1000011487 92
4009 1000005952 92
4010 1000014806 92
4011 1000010941 92
4012 1000005844 92
4013 1000018400 92
4014 1000019365 92
4015 1000012787 91
4016 1000008405 91
4017 1000018323 91
4018 1000009579 91
4019 1000012665 91
4020 1000002213 91
4021 1000018810 91
4022 1000018213 91
4023 1000006839 91
4024 1000010985 91
4025 1000002391 91
4026 1000017701 91
4027 1000019249 90
4028 1000002884 90
4029 1000018009 90
4030 1000016492 90
4031 1000015533 90
4032 1000004236 90
4033 1000015576 90
4034 1000022233 90
4035 1000014482 90
4036 1000016306 90
4037 1000000530 90
4038 1000016949 90
4039 1000003432 90
4040 1000016121 90
4041 1000020865 89
4042 1000012831 89
4043 1000010943 89
4044 1000010694 89
4045 1000015746 89
4046 1000011524 89
4047 1000018328 89
4048 1000006372 89
4049 1000017893 89
4050 1000018485 89
4051 1000001721 89
4052 1000018930 89
4053 1000000647 89
4054 1000019742 89
4055 1000009663 89
4056 1000020771 89
4057 1000017727 89
4058 1000004266 89
4059 1000010186 89
4060 1000019750 89
4061 1000004253 89
4062 1000008401 89
4063 1000018614 89
4064 1000016601 89
4065 1000012221 88
4066 1000019092 88
4067 1000006551 88
4068 1000012882 88
4069 1000011860 88
4070 1000012297 88
4071 1000018642 88
4072 1000005582 88
4073 1000011355 88
4074 1000001585 87
4075 1000000612 87
4076 1000006798 87
4077 1000009640 87
4078 1000015215 87
4079 1000019263 87
4080 1000018439 87
4081 1000005812 87
4082 1000015722 87
4083 1000018769 87
4084 1000017903 87
4085 1000017406 87
4086 1000022447 87
4087 1000014804 87
4088 1000017394 86
4089 1000003322 86
4090 1000013377 86
4091 1000014784 86
4092 1000018886 86
4093 1000002739 86
4094 1000000445 86
4095 1000017442 86
4096 1000005912 85
4097 1000003647 85
4098 1000012821 85
4099 1000008528 85
4100 1000018808 85
4101 1000013131 85
4102 1000018338 85
4103 1000018888 85
4104 1000002999 85
4105 1000015488 85
4106 1000004476 85
4107 1000002718 85
4108 1000018068 85
4109 1000015846 85
4110 1000003980 85
4111 1000020795 85
4112 1000016404 85
4113 1000016593 85
4114 1000017792 84
4115 1000017509 84
4116 1000016466 84
4117 1000010926 84
4118 1000019245 84
4119 1000009598 84
4120 1000003460 84
4121 1000007892 84
4122 1000010908 84
4123 1000012127 84
4124 1000002458 83
4125 1000005798 83
4126 1000017599 83
4127 1000016692 83
4128 1000016101 83
4129 1000017008 83
4130 1000014666 83
4131 1000005570 83
4132 1000020003 83
4133 1000006786 83
4134 1000007809 83
4135 1000005340 83
4136 1000005376 83
4137 1000017495 83
4138 1000006499 83
4139 1000000355 83
4140 1000006589 83
4141 1000002252 83
4142 1000013640 83
4143 1000020773 82
4144 1000022231 82
4145 1000017669 82
4146 1000005904 82
4147 1000004422 82
4148 1000017659 82
4149 1000017605 82
4150 1000018788 82
4151 1000014752 82
4152 1000005294 82
4153 1000019657 82
4154 1000000243 82
4155 1000020606 82
4156 1000015643 82
4157 1000000884 82
4158 1000014551 82
4159 1000016892 82
4160 1000012050 81
4161 1000022417 81
4162 1000000563 81
4163 1000005332 81
4164 1000006611 81
4165 1000013055 81
4166 1000020743 81
